replica,qps,p50,p90,p99,successes
0,101715.56034515254,0.0007080442907867688,0.001439840232132273,0.002864742251355515,1525838
1,107968.34629701155,0.0006535458458474536,0.0011878053259871447,0.0031036650820426416,1619600
2,111665.17938887943,0.000653722361926673,0.000986671023853462,0.0024312869254796954,1675043
3,112994.39919186676,0.0006700831279042227,0.0009862396706217234,0.0019539590994451864,1694989
